"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Native Status","Federal Noxious Status","Federal Noxious Common Name","State Noxious Status","State Noxious Common Name","Invasive"
"NIACM","","NIACM","Nicotiana acuminata var. multiflora","L48(I)","","","","",""
"NIAL","","NIAL","Nicotiana alata","L48(I)CAN(W)","","","","",""
"NIAT","","NIAT","Nicotiana attenuata","L48(N)CAN(N)","","","","",""
"NICL","","NICL","Nicotiana clevelandii","L48(N)","","","","",""
"NIEX","","NIEX","Nicotiana excelsior","","","","","",""
"NIFO","","NIFO","Nicotiana forgetiana","","","","","",""
"NIGL","","NIGL","Nicotiana glauca","L48(I)HI(I)","","","","","HEAR"
"NIGL2","","NIGL2","Nicotiana glutinosa","","","","","",""
"NILA","","NILA","Nicotiana langsdorffii","","","","","",""
"NILO","","NILO","Nicotiana longiflora","L48(I)CAN(W)","","","","",""
"NIOB","","NIOB","Nicotiana obtusifolia","L48(N)","","","","",""
"NIOBO","","NIOBO","Nicotiana obtusifolia var. obtusifolia","L48(N)","","","","",""
"NIOBP","","NIOBP","Nicotiana obtusifolia var. palmeri","L48(N)","","","","",""
"NIPA2","","NIPA2","Nicotiana paniculata","","","","","",""
"NIPL2","","NIPL2","Nicotiana plumbaginifolia","L48(I)","","","","",""
"NIQU","","NIQU","Nicotiana quadrivalvis","L48(N)","","","","",""
"NIQUB","","NIQUB","Nicotiana quadrivalvis var. bigelovii","L48(N)","","","","",""
"NIQUQ","","NIQUQ","Nicotiana quadrivalvis var. quadrivalvis","L48(N)","","","","",""
"NIQUW","","NIQUW","Nicotiana quadrivalvis var. wallacei","L48(N)","","","","",""
"NIRE","","NIRE","Nicotiana repanda","L48(N)","","","","",""
"NIRU","","NIRU","Nicotiana rustica","L48(I)CAN(I)","","","","",""
"NISU","","NISU","Nicotiana suaveolens","L48(I)","","","","",""
"NISY","","NISY","Nicotiana sylvestris","L48(I)","","","","",""
"NITA","","NITA","Nicotiana tabacum","L48(I)HI(I)PR(I)VI(I)CAN(I)","","","","",""
"NITO","","NITO","Nicotiana tomentosa","","","","","",""
"NIVE2","","NIVE2","Nicotiana velutina","","","","","",""
"NIDEM","","NIDEM","Nidema","","","","","",""
"NIOT","","NIOT","Nidema ottonis","PR(N)","","","","",""
"NIEBL","","NIEBL","Niebla","NA(N)","","","","",""
"NICA","","NICA","Niebla caespitosa","NA(N)","","","","",""
"NICO3","","NICO3","Niebla cornea","NA(N)","","","","",""
"NIDA2","","NIDA2","Niebla dactylifera","NA(N)","","","","",""
"NIDI","","NIDI","Niebla disrupta","NA(N)","","","","",""
"NIDI2","","NIDI2","Niebla dissecta","NA(N)","","","","",""
"NIEB","","NIEB","Niebla eburnea","NA(N)","","","","",""
"NIFI","","NIFI","Niebla fimbriata","NA(N)","","","","",""
"NIFL2","","NIFL2","Niebla flagelliforma","NA(N)","","","","",""
"NIHA","","NIHA","Niebla halei","NA(N)","","","","",""
"NIHO","","NIHO","Niebla homalea","NA(N)","","","","",""
"NIIN","","NIIN","Niebla infundibula","NA(N)","","","","",""
"NIIS","","NIIS","Niebla isidiascens","NA(N)","","","","",""
"NILA3","","NILA3","Niebla laminaria","NA(N)","","","","",""
"NIPA3","","NIPA3","Niebla palmeri","NA(N)","","","","",""
"NIRA","","NIRA","Niebla ramosissima","NA(N)","","","","",""
"NISI","","NISI","Niebla siphonoloba","NA(N)","","","","",""
"NISO","","NISO","Niebla sorediata","NA(N)","","","","",""
"NISO2","","NISO2","Niebla sorocarpia","NA(N)","","","","",""
"NITE","","NITE","Niebla testudinaria","NA(N)","","","","",""
"NIUN","","NIUN","Niebla undulata","NA(N)","","","","",""
"NIERE","","NIERE","Nierembergia","L48(I)","","","","",""
"NIHI","","NIHI","Nierembergia hippomanica","L48(I)","","","","",""
"NIHIC","","NIHIC","Nierembergia hippomanica var. caerulea","L48(I)","","","","",""
"NISC2","","NISC2","Nierembergia scoparia","L48(I)","","","","",""
"NIGEL","","NIGEL","Nigella","L48(I)CAN(W)","","","","",""
"NIDA","","NIDA","Nigella damascena","L48(I)CAN(W)","","","","",""
"NIHI2","","NIHI2","Nigella hispanica","","","","","",""
"NISA2","","NISA2","Nigella sativa","L48(I)","","","","",""
"NIPHI","","NIPHI","Niphidium","","","","","",""
"NICR","","NICR","Niphidium crassifolium","PR(N)","","","","",""
"NIPPO","","NIPPO","Nipponanthemum","L48(I)","","","","",""
"NINI","","NINI","Nipponanthemum nipponicum","L48(I)","","","","",""
"NISSO","","NISSO","Nissolia","L48(N)","","","","",""
"NIPL","","NIPL","Nissolia platycalyx","L48(N)","","","","",""
"NISC","","NISC","Nissolia schottii","L48(N)","","","","",""
"NIWI","","NIWI","Nissolia wislizeni","L48(N)","","","","",""
"NITRO","","NITRO","Nitrophila","L48(N)","","","","",""
"NIMO","","NIMO","Nitrophila mohavensis","L48(N)","","","","",""
"NIOC2","","NIOC2","Nitrophila occidentalis","L48(N)","","","","",""
"NOCCA","","NOCCA","Noccaea","L48(N)CAN(N)","","","","",""
"NOAR2","","NOAR2","Noccaea arctica","AK(N)CAN(N)NA(N)","","","","",""
"NOCO3","","NOCO3","Noccaea cochleariformis","","","","","",""
"NOFE3","","NOFE3","Noccaea fendleri","L48(N)","","","","",""
"NOFEC","","NOFEC","Noccaea fendleri ssp. californica","L48(N)","","","","",""
"NOFEF","","NOFEF","Noccaea fendleri ssp. fendleri","L48(N)","","","","",""
"NOFEG","","NOFEG","Noccaea fendleri ssp. glauca","L48(N)","","","","",""
"NOFEI","","NOFEI","Noccaea fendleri ssp. idahoensis","L48(N)","","","","",""
"NOFES","","NOFES","Noccaea fendleri ssp. siskiyouensis","L48(N)","","","","",""
"NOMO2","","NOMO2","Noccaea montana","","","","","",""
"NOPA5","","NOPA5","Noccaea parviflora","L48(N)","","","","",""
"NODOB","","NODOB","Nodobryoria","NA(N)","","","","",""
"NOAB","","NOAB","Nodobryoria abbreviata","NA(N)","","","","",""
"NOOR3","","NOOR3","Nodobryoria oregana","NA(N)","","","","",""
"NOSU2","","NOSU2","Nodobryoria subdivergens","NA(N)","","","","",""
"NOLIN","","NOLIN","Nolina","L48(N)","","","","",""
"NOAR","","NOAR","Nolina arenicola","L48(N)","","","","",""
"NOAT","","NOAT","Nolina atopocarpa","L48(N)","","","","",""
"NOBI","","NOBI","Nolina bigelovii","L48(N)","","","","",""
"NOBR","","NOBR","Nolina brittoniana","L48(N)","","","","",""
"NOCI","","NOCI","Nolina cismontana","L48(N)","","","","",""
"NOER","","NOER","Nolina erumpens","L48(N)","","","","",""
"NOGE","","NOGE","Nolina georgiana","L48(N)","","","","",""
"NOGR5","","NOGR5","Nolina greenei","L48(N)","","","","",""
"NOIN","","NOIN","Nolina interrata","L48(N)","","","","",""
"NOLI","","NOLI","Nolina lindheimeriana","L48(N)","","","","",""
"NOMI2","","NOMI2","Nolina micrantha","L48(N)","","","","",""
"NOMI","","NOMI","Nolina microcarpa","L48(N)","","","","",""
"NOPA","","NOPA","Nolina parryi","L48(N)","","","","",""
"NOTE","","NOTE","Nolina texana","L48(N)","","","","",""
"NOMAP","","NOMAP","Nomaphila","L48(I)","","","","",""
"NOST3","","NOST3","Nomaphila stricta","L48(I)","","","","",""
"NONEA","","NONEA","Nonea","L48(I)CAN(I)","","","","",""
"NOLU","","NOLU","Nonea lutea","L48(I)","","","","",""
"NORO","","NORO","Nonea rosea","L48(I)","","","","",""
"NOVE2","","NOVE2","Nonea versicolor","CAN(I)NA(I)","","","","",""
"NOVE","","NOVE","Nonea vesicaria","L48(I)CAN(I)","","","","",""
"NORMA","","NORMA","Normandina","NA(N)","","","","",""
"NOPU","","NOPU","Normandina pulchella","NA(N)","","","","",""
"NORON","","NORON","Noronhia","L48(I)","","","","",""
"NOEM","","NOEM","Noronhia emarginata","L48(I)","","","","",""
"NOTHO5","","NOTHO5","Nothocalais","L48(N)CAN(N)","","","","",""
"NOAL2","","NOAL2","Nothocalais alpestris","L48(N)","","","","",""
"NOCU","","NOCU","Nothocalais cuspidata","L48(N)CAN(N)","","","","",""
"NONI","","NONI","Nothocalais nigrescens","L48(N)","","","","",""
"NOTR2","","NOTR2","Nothocalais troximoides","L48(N)CAN(N)","","","","",""
"NOTHO3","","NOTHO3","Nothocestrum","","","","","",""
"NOBR2","","NOBR2","Nothocestrum breviflorum","HI(N)","","","","",""
"NOLA","","NOLA","Nothocestrum latifolium","HI(N)","","","","",""
"NOLO","","NOLO","Nothocestrum longifolium","HI(N)","","","","",""
"NOPE","","NOPE","Nothocestrum peltatum","HI(N)","","","","",""
"NOTHO4","","NOTHO4","Nothochelone","L48(N)CAN(N)","","","","",""
"NONE3","","NONE3","Nothochelone nemorosa","L48(N)CAN(N)","","","","",""
"NOTHO7","","NOTHO7","Nothofagus","","","","","",""
"NODO","","NODO","Nothofagus dombeyi","","","","","",""
"NOOB","","NOOB","Nothofagus obliqua","","","","","",""
"NOTHO","","NOTHO","Notholaena","L48(N)","","","","",""
"NOAL","","NOAL","Notholaena aliena","L48(N)","","","","",""
"NOAS","","NOAS","Notholaena aschenborniana","L48(N)","","","","",""
"NOCA","","NOCA","Notholaena californica","L48(N)","","","","",""
"NOCAC2","","NOCAC2","Notholaena californica ssp. californica","L48(N)","","","","",""
"NOCAL","","NOCAL","Notholaena californica ssp. leucophylla","L48(N)","","","","",""
"NOCO5","","NOCO5","Notholaena copelandii","L48(N)","","","","",""
"NOGR","","NOGR","Notholaena grayi","L48(N)","","","","",""
"NOGRG","","NOGRG","Notholaena grayi ssp. grayi","L48(N)","","","","",""
"NOGRS","","NOGRS","Notholaena grayi ssp. sonorensis","L48(N)","","","","",""
"NOGR2","","NOGR2","Notholaena greggii","L48(N)","","","","",""
"NOLE","","NOLE","Notholaena lemmonii","L48(N)","","","","",""
"NONE4","","NONE4","Notholaena nealleyi","L48(N)","","","","",""
"NONE","","NONE","Notholaena neglecta","L48(N)","","","","",""
"NOSC2","","NOSC2","Notholaena schaffneri","","","","","",""
"NOST","","NOST","Notholaena standleyi","L48(N)","","","","",""
"NOTR","","NOTR","Notholaena trichomanoides","PR(N)","","","","",""
"NOTHO9","","NOTHO9","Notholithocarpus","L48(N)","","","","",""
"NODE3","","NODE3","Notholithocarpus densiflorus","L48(N)","","","","",""
"NODEA","","NODEA","Notholithocarpus densiflorus f. attenuatodentatus","L48(N)","","","","",""
"NODED","","NODED","Notholithocarpus densiflorus var. densiflorus","L48(N)","","","","",""
"NODEE","","NODEE","Notholithocarpus densiflorus var. echinoides","L48(N)","","","","",""
"NOTHO6","","NOTHO6","Nothoperanema","","","","","",""
"NORU","","NORU","Nothoperanema rubiginosum","HI(N)","","","","",""
"NOTHO2","","NOTHO2","Nothoscordum","L48(I,N)","","","","",""
"NOBI2","","NOBI2","Nothoscordum bivalve","L48(N)","","","","",""
"NOBO","","NOBO","Nothoscordum borbonicum","L48(I)","","","","",""
"NOGR3","","NOGR3","Nothoscordum gracile","L48(I)","","","","",""
"NOTE2","","NOTE2","Nothoscordum texanum","L48(N)","","","","",""
"NOTOC","","NOTOC","Notocactus","","","","","",""
"NOTOT2","","NOTOT2","Notothylas","NA(N)","","","","",""
"NOBR3","","NOBR3","Notothylas breutelii","NA(N)","","","","",""
"NOOR","","NOOR","Notothylas orbicularis","NA(N)","","","","",""
"NOORO","","NOORO","Notothylas orbicularis var. orbicularis","NA(N)","","","","",""
"NOORP","","NOORP","Notothylas orbicularis var. pseudotemperata","NA(N)","","","","",""
"NOTOT","","NOTOT","Nototrichium","","","","","",""
"NODI","","NODI","Nototrichium divaricatum","HI(N)","","","","",""
"NOHU","","NOHU","Nototrichium humile","HI(N)","","","","",""
"NOSA","","NOSA","Nototrichium sandwicense","HI(N)","","","","",""
"NOWEL","","NOWEL","Nowellia","NA(N)","","","","",""
"NOCU3","","NOCU3","Nowellia curvifolia","NA(N)","","","","",""
"NUPHA","","NUPHA","Nuphar","L48(N)CAN(N)SPM(N)","","","","",""
"NULU","","NULU","Nuphar lutea","L48(N)AK(N)CAN(N)SPM(N)","","","","",""
"NULUA","","NULUA","Nuphar lutea ssp. advena","L48(N)CAN(N)","","","","",""
"NULUO","","NULUO","Nuphar lutea ssp. orbiculata","L48(N)","","","","",""
"NULUP","","NULUP","Nuphar lutea ssp. polysepala","L48(N)AK(N)CAN(N)","","","","",""
"NULUP2","","NULUP2","Nuphar lutea ssp. pumila","L48(N)CAN(N)","","","","",""
"NULUR","","NULUR","Nuphar lutea ssp. rubrodisca","L48(N)CAN(N)","","","","",""
"NULUS","","NULUS","Nuphar lutea ssp. sagittifolia","L48(N)","","","","",""
"NULUU","","NULUU","Nuphar lutea ssp. ulvacea","L48(N)","","","","",""
"NULUV","","NULUV","Nuphar lutea ssp. variegata","L48(N)CAN(N)SPM(N)","","","","",""
"NUTTA","","NUTTA","Nuttallanthus","L48(N)CAN(N)","","","","",""
"NUCA","","NUCA","Nuttallanthus canadensis","L48(N)CAN(N)","","","","",""
"NUFL","","NUFL","Nuttallanthus floridanus","L48(N)","","","","",""
"NUTE","","NUTE","Nuttallanthus texanus","L48(N)HI(I)CAN(N)","","","","",""
"NYCTA","","NYCTA","Nyctaginia","L48(N)","","","","",""
"NYCA","","NYCA","Nyctaginia capitata","L48(N)","","","","",""
"NYLAN","","NYLAN","Nylandtia","","","","","",""
"NYSP","","NYSP","Nylandtia spinosa","","","","","",""
"NYMPH","","NYMPH","Nymphaea","L48(I,N)CAN(I,N)","","","","",""
"NYDA","","NYDA","Nymphaea ×daubenyana","L48(N)","","","","",""
"NYMA2","","NYMA2","Nymphaea ×marliacea","L48(I)","","","","",""
"NYTH","","NYTH","Nymphaea ×thiona","L48(N)","","","","",""
"NYAL","","NYAL","Nymphaea alba","CAN(I)NA(I)","","","","",""
"NYAM","","NYAM","Nymphaea amazonum","PR(N)","","","","",""
"NYAM2","","NYAM2","Nymphaea ampla","L48(N)PR(N)VI(N)","","","","",""
"NYAMA","","NYAMA","Nymphaea ampla var. ampla","L48(N)PR(N)VI(N)","","","","",""
"NYAMP","","NYAMP","Nymphaea ampla var. pulchella","PR(N)VI(N)","","","","",""
"NYCA3","","NYCA3","Nymphaea caerulea","HI(I)","","","","",""
"NYCA2","","NYCA2","Nymphaea capensis","L48(I)HI(I)","","","","",""
"NYCAC2","","NYCAC2","Nymphaea capensis var. capensis","","","","","",""
"NYCO2","","NYCO2","Nymphaea conardii","PR(N)","","","","",""
"NYEL","","NYEL","Nymphaea elegans","L48(N)","","","","",""
"NYGL","","NYGL","Nymphaea glandulifera","","","","","",""
"NYJA","","NYJA","Nymphaea jamesoniana","L48(I)PR(I)","","","","",""
"NYLE","","NYLE","Nymphaea leibergii","L48(N)CAN(N)","","","","",""
"NYLO","","NYLO","Nymphaea lotus","L48(I)","","","","",""
"NYME","","NYME","Nymphaea mexicana","L48(N)CAN(I)","","","CA(BW)","CA (banana waterlily)","STATE"
"NYOD","","NYOD","Nymphaea odorata","L48(N)AK(I)PR(N)CAN(N)","","","WA(CCW)","WA (fragrant water lily)","STATE"
"NYODO","","NYODO","Nymphaea odorata ssp. odorata","L48(N)AK(I)PR(N)CAN(N)","","","","",""
"NYODT","","NYODT","Nymphaea odorata ssp. tuberosa","L48(N)CAN(N)","","","","",""
"NYRU","","NYRU","Nymphaea rudgeana","PR(N)","","","","",""
"NYTE","","NYTE","Nymphaea tetragona","L48(N)AK(N)CAN(N)","","","","",""
"NYMPH2","","NYMPH2","Nymphoides","L48(I,N)CAN(I,N)","","","","",""
"NYAQ","","NYAQ","Nymphoides aquatica","L48(N)","","","","",""
"NYAQ3","","NYAQ3","Nymphoides aquatica × cordata","L48(N)","","","","",""
"NYCO","","NYCO","Nymphoides cordata","L48(N)CAN(N)","","","","",""
"NYCR","","NYCR","Nymphoides cristata","L48(I)","","","","",""
"NYHU","","NYHU","Nymphoides humboldtiana","L48(I)PR(N)","","","","",""
"NYIN","","NYIN","Nymphoides indica","L48(I)PR(N)","","","","",""
"NYPE","","NYPE","Nymphoides peltata","L48(I)CAN(I)","","","CT(PIB)MA(P)ME(IAP)OR(ADW, Q)VT(CBW)WA(CBW, WAWQ)","CT (yellow floating heart)MA (Yellow floating heart)ME (yellow floating heart)OR (yellow floating heart)VT (yellow floating heart)WA (yellow floating heart)","STATE"
"NYPA","","NYPA","Nypa","","","","","",""
"NYFR2","","NYFR2","Nypa fruticans","L48(NI)","","","","",""
"NYSSA","","NYSSA","Nyssa","L48(N)CAN(N)","","","","",""
"NYAQ2","","NYAQ2","Nyssa aquatica","L48(N)","","","","",""
"NYBI","","NYBI","Nyssa biflora","L48(N)","","","","",""
"NYOG","","NYOG","Nyssa ogeche","L48(N)","","","","",""
"NYSY","","NYSY","Nyssa sylvatica","L48(N)CAN(N)","","","","",""
"NYUR2","","NYUR2","Nyssa ursina","L48(N)","","","","",""
"OBERO","","OBERO","Oberonia","","","","","",""
"OBPA","","OBPA","Oberonia palawensis","L48(N)","","","","",""
"OBRO","","OBRO","Oberonia rotunda","L48(N)","","","","",""
"OBOLA","","OBOLA","Obolaria","L48(N)","","","","",""
"OBVI","","OBVI","Obolaria virginica","L48(N)","","","","",""
"OCELL","","OCELL","Ocellularia","NA(N)","","","","",""
"OCAM","","OCAM","Ocellularia americana","NA(N)","","","","",""
"OCAU","","OCAU","Ocellularia auberiana","NA(N)","","","","",""
"OCCA","","OCCA","Ocellularia cavata","NA(N)","","","","",""
"OCCO3","","OCCO3","Ocellularia concolor","NA(N)","","","","",""
"OCEM","","OCEM","Ocellularia emersa","NA(N)","","","","",""
"OCFI","","OCFI","Ocellularia fissa","NA(N)","","","","",""
"OCGR4","","OCGR4","Ocellularia granulosa","NA(N)","","","","",""
"OCLE3","","OCLE3","Ocellularia leiostoma","NA(N)","","","","",""
"OCPR","","OCPR","Ocellularia praestans","NA(N)","","","","",""
"OCRE","","OCRE","Ocellularia retispora","NA(N)","","","","",""
"OCSA4","","OCSA4","Ocellularia sanfordiana","NA(N)","","","","",""
"OCST","","OCST","Ocellularia stictidea","NA(N)","","","","",""
"OCHNA","","OCHNA","Ochna","L48(I)","","","","",""
"OCJA","","OCJA","Ochna jabotapita","PR(I)","","","","",""
"OCMO4","","OCMO4","Ochna mossambicensis","PR(I)","","","","",""
"OCSE2","","OCSE2","Ochna serrulata","L48(I)HI(I)","","","","",""
"OCTH","","OCTH","Ochna thomasiana","HI(I)","","","","",""
"OCHRO3","","OCHRO3","Ochrolechia","NA(N)","","","","",""
"OCAF","","OCAF","Ochrolechia africana","NA(N)","","","","",""
"OCAN","","OCAN","Ochrolechia androgyna","NA(N)","","","","",""
"OCAN2","","OCAN2","Ochrolechia antillarum","NA(N)","","","","",""
"OCAR","","OCAR","Ochrolechia arborea","NA(N)","","","","",""
"OCBR","","OCBR","Ochrolechia bryophaga","NA(N)","","","","",""
"OCFA","","OCFA","Ochrolechia farinacea","NA(N)","","","","",""
"OCFR60","","OCFR60","Ochrolechia frigida","NA(N)","","","","",""
"OCGO2","","OCGO2","Ochrolechia gowardii","NA(N)","","","","",""
"OCGR2","","OCGR2","Ochrolechia grimmiae","NA(N)","","","","",""
"OCGR3","","OCGR3","Ochrolechia groenlandica","NA(N)","","","","",""
"OCGY","","OCGY","Ochrolechia gyalectina","NA(N)","","","","",""
"OCIN60","","OCIN60","Ochrolechia inaequatula","NA(N)","","","","",""
"OCJU","","OCJU","Ochrolechia juvenalis","NA(N)","","","","",""
"OCLA3","","OCLA3","Ochrolechia laevigata","NA(N)","","","","",""
"OCME3","","OCME3","Ochrolechia mexicana","NA(N)","","","","",""
"OCMO3","","OCMO3","Ochrolechia montana","NA(N)","","","","",""
"OCOR60","","OCOR60","Ochrolechia oregonensis","NA(N)","","","","",""
"OCPS2","","OCPS2","Ochrolechia pseudopallescens","NA(N)","","","","",""
"OCRH2","","OCRH2","Ochrolechia rhodoleuca","NA(N)","","","","",""
"OCSU","","OCSU","Ochrolechia subathallina","NA(N)","","","","",""
"OCSU6","","OCSU6","Ochrolechia subisidiata","NA(N)","","","","",""
"OCSU2","","OCSU2","Ochrolechia subpallescens","NA(N)","","","","",""
"OCSU5","","OCSU5","Ochrolechia subplicans","NA(N)","","","","",""
"OCSUH","","OCSUH","Ochrolechia subplicans ssp. hultenii","NA(N)","","","","",""
"OCSUS","","OCSUS","Ochrolechia subplicans ssp. subplicans","NA(N)","","","","",""
"OCSZ","","OCSZ","Ochrolechia szatalaensis","NA(N)","","","","",""
"OCTA","","OCTA","Ochrolechia tartarea","NA(N)","","","","",""
"OCTR","","OCTR","Ochrolechia trachydactyla","NA(N)","","","","",""
"OCTR2","","OCTR2","Ochrolechia trochophora","NA(N)","","","","",""
"OCTRP","","OCTRP","Ochrolechia trochophora var. pruinirosella","NA(N)","","","","",""
"OCTRT","","OCTRT","Ochrolechia trochophora var. trochophora","NA(N)","","","","",""
"OCTU2","","OCTU2","Ochrolechia turneri","NA(N)","","","","",""
"OCUP60","","OCUP60","Ochrolechia upsaliensis","NA(N)","","","","",""
"OCXA","","OCXA","Ochrolechia xanthostoma","NA(N)","","","","",""
"OCYA","","OCYA","Ochrolechia yasudae","NA(N)","","","","",""
"OCHRO","","OCHRO","Ochroma","","","","","",""
"OCPY","","OCPY","Ochroma pyramidale","L48(I)PR(N)","","","","",""
"OCHRO2","","OCHRO2","Ochrosia","L48(I)","","","","",""
"OCCO","","OCCO","Ochrosia compta","HI(N)","","","","",""
"OCEL","","OCEL","Ochrosia elliptica","L48(I)","","","","","FLEPPC"
"OCHA","","OCHA","Ochrosia haleakalae","HI(N)","","","","",""
"OCKA","","OCKA","Ochrosia kauaiensis","HI(N)","","","","",""
"OCKI","","OCKI","Ochrosia kilaueaensis","HI(N)","","","","",""
"OCMA2","","OCMA2","Ochrosia mariannensis","","","","","",""
"OCHTH","","OCHTH","Ochthochloa","","","","","",""
"OCCO4","","OCCO4","Ochthochloa compressa","","","","","",""
"OCIMU","","OCIMU","Ocimum","L48(I,N)","","","","",""
"OCBA","","OCBA","Ocimum basilicum","L48(I)HI(I)PR(I)","","","","",""
"OCCA5","","OCCA5","Ocimum campechianum","L48(N)PR(N)VI(N)","","","","",""
"OCCA4","","OCCA4","Ocimum canum","","","","","",""
"OCGR","","OCGR","Ocimum gratissimum","HI(I)","","","","",""
"OCKI2","","OCKI2","Ocimum kilimandscharicum","","","","","",""
"OCTE2","","OCTE2","Ocimum tenuiflorum","L48(I)PR(I)","","","","",""
"OCLEM","","OCLEM","Oclemena","L48(N)CAN(N)SPM(N)","","","","",""
"OCBL","","OCBL","Oclemena ×blakei","L48(N)CAN(N)","","","","",""
"OCAC","","OCAC","Oclemena acuminata","L48(N)CAN(N)","","","","",""
"OCNE2","","OCNE2","Oclemena nemoralis","L48(N)CAN(N)SPM(N)","","","","",""
"OCRE2","","OCRE2","Oclemena reticulata","L48(N)","","","","",""
